,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,DUPLICATION AGREED,ORIGINAL MSG
465,621f79e143b89009366c86c5,2021-07-29T22:00:00.000Z,ZER8🧠#9093,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,0,621f79e143b89009366c8599,621f79e143b89009366c86b8,Tam2140#9361,tigeroid#2951,calazki#3961,0.6,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
467,621f79e143b89009366c86c7,2021-07-29T22:00:00.000Z,theobtl#5976,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,0,621f79e143b89009366c86be,621f79e143b89009366c86be,Tam2140#9361,bends#3537,calazki#3961,0.33,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
471,621f79e143b89009366c86cb,2021-07-29T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,621f79e143b89009366c859f,0,0,osycross(🦎🦎)#5943,bends#3537,divine_comedian#5493,2.1,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
474,621f79e143b89009366c86ce,2021-07-29T22:00:00.000Z,Vyvy-vi#5040,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,621f79e143b89009366c85a2,0,0,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,0.93,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
481,621f79e143b89009366c86d5,2021-07-30T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for setting up such a good time in Paris and making it easy for everyone who went to EthCC,621f79e143b89009366c84b3,0,0,AmwFund#0979,Vyvy-vi#5040,shawn#7046,15.13,False,for setting up such a good time in Paris and making it easy for everyone who went to EthCC
482,621f79e143b89009366c86d6,2021-07-30T22:00:00.000Z,jukren#8803,iviangita#3204,for setting up such a good time in Paris and making it easy for everyone who went to EthCC,0,0,621f79e143b89009366c8617,osycross(🦎🦎)#5943,bends#3537,calazki#3961,2.67,False,for setting up such a good time in Paris and making it easy for everyone who went to EthCC
483,621f79e143b89009366c86d7,2021-07-30T22:00:00.000Z,Tam2140#9361,iviangita#3204,for taking some vacation,0,0,621f79e143b89009366c8696,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,1.1,False,for taking some vacation
492,621f79e143b89009366c86e0,2021-07-30T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for ,0,0,621f79e143b89009366c86d2,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,0.43,False,for 
493,621f79e143b89009366c86e1,2021-07-30T22:00:00.000Z,jukren#8803,iviangita#3204,for her caring assistance in Paris,621f79e143b89009366c863d,0,621f79e143b89009366c8617,osycross(🦎🦎)#5943,bends#3537,calazki#3961,1.0,False,for her caring assistance in Paris
495,621f79e143b89009366c86e3,2021-07-30T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for being Juan’s amazing roommates,0,0,621f79e143b89009366c8694,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,2.47,False,for being Juan’s amazing roommates
496,621f79e143b89009366c86e4,2021-07-30T22:00:00.000Z,acidlazzer#5796,iviangita#3204,for helping with Gravity’s infographics,0,621f79e143b89009366c867b,621f79e143b89009366c841e,Usua◎ Silver#2618,liviade#1387,calazki#3961,48.87,False,for helping with Gravity’s infographics
497,621f79e143b89009366c86e5,2021-07-30T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for working like an animal in Paris,621f79e143b89009366c84b3,0,0,AmwFund#0979,Vyvy-vi#5040,shawn#7046,9.13,False,for working like an animal in Paris
499,621f79e143b89009366c86e7,2021-07-30T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for the moments he and Zep shared together in EthCC,0,0,621f79e143b89009366c8694,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,3.13,False,for the moments he and Zep shared together in EthCC
500,621f79e143b89009366c86e8,2021-07-30T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for the amazing coordination for the EthCC,621f79e143b89009366c8613,0,0,AmwFund#0979,bends#3537,shawn#7046,22.67,False,for the amazing coordination for the EthCC
501,621f79e143b89009366c86e9,2021-07-30T22:00:00.000Z,chuygarcia.eth#6692,iviangita#3204,for the amazing coordination for the EthCC,621f79e143b89009366c84b3,621f79e143b89009366c86d5,621f79e143b89009366c86d5,AmwFund#0979,Vyvy-vi#5040,shawn#7046,2.53,False,for the amazing coordination for the EthCC
502,621f79e143b89009366c86ea,2021-07-30T22:00:00.000Z,jukren#8803,iviangita#3204,for the amazing coordination for the EthCC,0,0,621f79e143b89009366c8617,osycross(🦎🦎)#5943,bends#3537,calazki#3961,3.67,False,for the amazing coordination for the EthCC
503,621f79e143b89009366c86eb,2021-07-30T22:00:00.000Z,divine_comedian#5493,iviangita#3204,for parameters content in the forum,0,0,621f79e143b89009366c86d2,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,41.43,False,for parameters content in the forum
504,621f79e143b89009366c86ec,2021-07-30T22:00:00.000Z,karmaticacid#1218,iviangita#3204,for parameters content in the forum,0,621f79e143b89009366c86d3,621f79e143b89009366c86d3,Usua◎ Silver#2618,liviade#1387,shawn#7046,20.33,False,for parameters content in the forum
505,621f79e143b89009366c86ed,2021-07-30T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for parameters content in the forum,621f79e143b89009366c86d4,0,621f79e143b89009366c86d4,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,5.03,False,for parameters content in the forum
506,621f79e143b89009366c86ee,2021-07-30T22:00:00.000Z,natesuits#4789,iviangita#3204,for parameters content in the forum,0,0,621f79e143b89009366c86d1,Usua◎ Silver#2618,tigeroid#2951,shawn#7046,52.5,False,for parameters content in the forum
507,621f79e143b89009366c86ef,2021-07-30T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for their contributions in Comms,621f79e143b89009366c8504,0,621f79e143b89009366c85ff,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,1.7,False,for their contributions in Comms
508,621f79e143b89009366c86f0,2021-07-30T22:00:00.000Z,iviangita#3204,iviangita#3204,for their contributions in Comms,0,621f79e143b89009366c8423,0,Tam2140#9361,bends#3537,divine_comedian#5493,1.33,False,for their contributions in Comms
511,621f79e143b89009366c86f3,2021-07-30T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for their leadership in everything inspiring that happened in Paris,621f79e143b89009366c8613,0,621f79e143b89009366c86e8,AmwFund#0979,bends#3537,shawn#7046,6.17,False,for their leadership in everything inspiring that happened in Paris
512,621f79e143b89009366c86f4,2021-07-30T22:00:00.000Z,Tam2140#9361,iviangita#3204,for their leadership in everything inspiring that happened in Paris,0,0,621f79e143b89009366c8632,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,6.0,False,for their leadership in everything inspiring that happened in Paris
515,621f79e143b89009366c86f7,2021-07-30T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for that night they stayed up listening to music with Chuy,0,0,621f79e143b89009366c8694,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,2.13,False,for that night they stayed up listening to music with Chuy
523,621f79e143b89009366c86ff,2021-07-30T22:00:00.000Z,DanKnobelsdorf#0326,Mount Manu#3530,for visiting Suga’s house,0,0,621f79e143b89009366c8694,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,1.13,False,for visiting Suga’s house
527,621f79e143b89009366c8703,2021-07-30T22:00:00.000Z,"griff (💜, 💜)#8888",iviangita#3204,for the amazing adventure and getting Livia in everything and for taking care of everyone and just being super generous,621f79e143b89009366c8613,0,0,AmwFund#0979,bends#3537,shawn#7046,15.67,False,for the amazing adventure and getting Livia in everything and for taking care of everyone and just being super generous
528,621f79e143b89009366c8704,2021-07-30T22:00:00.000Z,mateodaza#3156,iviangita#3204,for being in Paris with TEC,0,621f79e143b89009366c85b8,0,Tam2140#9361,bends#3537,Mettodo#7010,4.37,False,for being in Paris with TEC
533,621f79e143b89009366c8709,2021-07-30T22:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for making the Paris trip possible,621f79e143b89009366c8613,0,621f79e143b89009366c86e8,AmwFund#0979,bends#3537,shawn#7046,3.5,False,for making the Paris trip possible
534,621f79e143b89009366c870a,2021-07-30T22:00:00.000Z,jukren#8803,Mount Manu#3530,for always being quick and responsive and staying on top of all the chaos,0,0,621f79e143b89009366c8617,osycross(🦎🦎)#5943,bends#3537,calazki#3961,3.67,False,for always being quick and responsive and staying on top of all the chaos
535,621f79e143b89009366c870b,2021-07-30T22:00:00.000Z,natesuits#4789,Mount Manu#3530,for holding down the table at ETHCC and spreading the word,0,0,621f79e143b89009366c86da,Usua◎ Silver#2618,tigeroid#2951,shawn#7046,17.5,False,for holding down the table at ETHCC and spreading the word
537,621f79e143b89009366c870d,2021-07-30T22:00:00.000Z,Tam2140#9361,Mount Manu#3530,for holding down the table at ETHCC and spreading the word,621f79e143b89009366c8681,0,621f79e143b89009366c8632,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,2.93,False,for holding down the table at ETHCC and spreading the word
538,621f79e143b89009366c870e,2021-07-30T22:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for speaking at the conferences,621f79e143b89009366c85cf,0,621f79e143b89009366c871d,AmwFund#0979,bends#3537,shawn#7046,4.2,False,for speaking at the conferences
539,621f79e143b89009366c870f,2021-07-30T22:00:00.000Z,Tam2140#9361,Mount Manu#3530,for speaking at the conferences,621f79e143b89009366c8683,0,621f79e143b89009366c8695,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,3.77,False,for speaking at the conferences
540,621f79e143b89009366c8710,2021-07-30T22:00:00.000Z,DanKnobelsdorf#0326,Mount Manu#3530,for speaking at the conferences,0,0,621f79e143b89009366c8685,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,6.17,False,for speaking at the conferences
541,621f79e143b89009366c8711,2021-07-30T22:00:00.000Z,liviade#1387,Mount Manu#3530,for speaking at the conferences,0,621f79e143b89009366c8684,621f79e143b89009366c85e3,Usua◎ Silver#2618,tigeroid#2951,divine_comedian#5493,20.6,False,for speaking at the conferences
542,621f79e143b89009366c8712,2021-07-30T22:00:00.000Z,Tam2140#9361,Mount Manu#3530,for looking after the TEC fam and keeping everybody healthy,621f79e143b89009366c8686,0,621f79e143b89009366c8686,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,2.4,False,for looking after the TEC fam and keeping everybody healthy
545,621f79e143b89009366c8715,2021-07-30T22:00:00.000Z,VitorNunes#0090,Mount Manu#3530,for their work building the Commons Configuration Dashboard,621f79e143b89009366c8688,0,621f79e143b89009366c8688,AmwFund#0979,bends#3537,calazki#3961,7.9,False,for their work building the Commons Configuration Dashboard
546,621f79e143b89009366c8716,2021-07-30T22:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for their work building the Commons Configuration Dashboard,0,0,621f79e143b89009366c8689,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,77.93,False,for their work building the Commons Configuration Dashboard
547,621f79e143b89009366c8717,2021-07-30T22:00:00.000Z,"griff (💜, 💜)#8888",Mount Manu#3530,for their work building the Commons Configuration Dashboard,621f79e143b89009366c868a,0,0,AmwFund#0979,bends#3537,shawn#7046,60.03,False,for their work building the Commons Configuration Dashboard
548,621f79e143b89009366c8718,2021-07-30T22:00:00.000Z,markop#2007,Mount Manu#3530,for their work building the Commons Configuration Dashboard,0,621f79e143b89009366c865e,621f79e143b89009366c865e,Usua◎ Silver#2618,liviade#1387,calazki#3961,50.1,False,for their work building the Commons Configuration Dashboard
549,621f79e143b89009366c8719,2021-07-30T22:00:00.000Z,Nuggan#5183,Mount Manu#3530,for their work building the Commons Configuration Dashboard,0,621f79e143b89009366c868c,0,Usua◎ Silver#2618,liviade#1387,shawn#7046,66.77,False,for their work building the Commons Configuration Dashboard
554,621f79e143b89009366c871e,2021-07-30T22:00:00.000Z,liviade#1387,Mount Manu#3530,for giving amazing presentations in ETHCC,0,621f79e143b89009366c8615,621f79e143b89009366c85e3,Usua◎ Silver#2618,tigeroid#2951,divine_comedian#5493,20.17,False,for giving amazing presentations in ETHCC
555,621f79e143b89009366c871f,2021-07-30T22:00:00.000Z,Tam2140#9361,Mount Manu#3530,for giving amazing presentations in ETHCC,0,0,621f79e143b89009366c8683,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,7.17,False,for giving amazing presentations in ETHCC
592,621f79e143b89009366c8744,2021-07-30T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,621f79e143b89009366c8566,0,0,osycross(🦎🦎)#5943,bends#3537,divine_comedian#5493,0.77,False,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0
