,index,ID,DATE,TO USER ACCOUNT,FROM USER ACCOUNT,REASON,DUPLICATE ID 1,DUPLICATE ID 2,DUPLICATE ID 3,QUANTIFIER 1 USERNAME,QUANTIFIER 2 USERNAME,QUANTIFIER 3 USERNAME,AVG SCORE,MAX SCORE,DUPLICATION AGREED,ORIGINAL MSG
313,80,621f79e143b89009366c84bf,2021-07-13T22:00:00.000Z,anna-marie#8824,Suga#8514,for attending the Orientation/AMA today!,0,0,621f79e143b89009366c84b9,Tamarandom#9361,bends#3537,shawn#7046,1.1,13.0,False,for attending the Orientation/AMA today!
320,227,621f79e143b89009366c8554,2021-07-15T22:00:00.000Z,acidlazzer#5796,Mount Manu#3530,for attending the community call,0,0,621f79e143b89009366c8483,Usua◎ Silver#2618,liviade#1387,calazki#3961,4.77,13.0,False,for attending the community call
328,454,621f79e143b89009366c86a8,2021-07-28T22:00:00.000Z,anna-marie#8824,liviade#1387,for the support she continues to offer to the TEC community!,0,0,621f79e143b89009366c86a7,Tamarandom#9361,bends#3537,shawn#7046,2.43,13.0,False,for the support she continues to offer to the TEC community!
334,507,621f79e143b89009366c86ef,2021-07-30T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for their contributions in Comms,621f79e143b89009366c8504,0,621f79e143b89009366c85ff,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,1.7,13.0,False,for their contributions in Comms
350,147,621f79e143b89009366c8504,2021-07-15T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for all of their contributions to comms,0,0,621f79e143b89009366c85ff,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,4.1,13.0,False,for all of their contributions to comms
351,332,621f79e143b89009366c85c8,2021-07-19T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for Twitter support and contributions 🙏🏽,621f79e143b89009366c8597,0,0,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,8.77,13.0,False,for Twitter support and contributions 🙏🏽
358,512,621f79e143b89009366c86f4,2021-07-30T22:00:00.000Z,Tamarandom#9361,iviangita#3204,for their leadership in everything inspiring that happened in Paris,0,0,621f79e143b89009366c8632,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,6.0,13.0,False,for their leadership in everything inspiring that happened in Paris
369,343,621f79e143b89009366c85e5,2021-07-22T22:00:00.000Z,Griff 🔥AFK till Sept 15🔥#8888,AmwFund#0979,for his ethcc & daoist talks,621f79e143b89009366c85cf,0,0,AmwFund#0979,bends#3537,shawn#7046,12.03,21.0,False,for his ethcc & daoist talks
370,317,621f79e143b89009366c85b9,2021-07-17T22:00:00.000Z,jukren#8803,liviade#1387,for welcoming us so beautifully in Paris 🌹🙌🏽,621f79e143b89009366c84b4,0,621f79e143b89009366c8617,osycross(🦎🦎)#5943,bends#3537,calazki#3961,2.1,13.0,False,for welcoming us so beautifully in Paris 🌹🙌🏽
372,251,621f79e143b89009366c856c,2021-07-15T22:00:00.000Z,natesuits#4789,Mount Manu#3530,for stewarding this community successfully into the Hatch,0,0,621f79e143b89009366c8585,Usua◎ Silver#2618,tigeroid#2951,shawn#7046,9.37,21.0,False,for stewarding this community successfully into the Hatch
377,363,621f79e143b89009366c85f9,2021-07-23T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn.,621f79e143b89009366c8597,0,0,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,3.1,8.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn.
378,465,621f79e143b89009366c86c5,2021-07-29T22:00:00.000Z,ZER8🧠#9093,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,0,621f79e143b89009366c8599,621f79e143b89009366c86b8,Tamarandom#9361,tigeroid#2951,calazki#3961,0.6,8.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
380,474,621f79e143b89009366c86ce,2021-07-29T22:00:00.000Z,Vyvy-vi#5040,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,621f79e143b89009366c85a2,0,0,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,0.93,8.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
394,237,621f79e143b89009366c855e,2021-07-15T22:00:00.000Z,divine_comedian#5493,Mount Manu#3530,for attending the community call,0,0,621f79e143b89009366c8488,Usua◎ Silver#2618,Vyvy-vi#5040,calazki#3961,3.03,8.0,False,for attending the community call
412,502,621f79e143b89009366c86ea,2021-07-30T22:00:00.000Z,jukren#8803,iviangita#3204,for the amazing coordination for the EthCC,0,0,621f79e143b89009366c8617,osycross(🦎🦎)#5943,bends#3537,calazki#3961,3.67,8.0,False,for the amazing coordination for the EthCC
417,446,621f79e143b89009366c86a0,2021-07-28T22:00:00.000Z,DanKnobelsdorf#0326,Zeptimus#3359,"for all the work on the trusted seed changing everyadress anyone need this whole time very huge praise its beeing a long journey doing unseen work, thanks🙏 🙏",0,0,621f79e143b89009366c8635,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,7.0,13.0,False,"for all the work on the trusted seed changing everyadress anyone need this whole time very huge praise its beeing a long journey doing unseen work, thanks🙏 🙏"
422,534,621f79e143b89009366c870a,2021-07-30T22:00:00.000Z,jukren#8803,Mount Manu#3530,for always being quick and responsive and staying on top of all the chaos,0,0,621f79e143b89009366c8617,osycross(🦎🦎)#5943,bends#3537,calazki#3961,3.67,8.0,False,for always being quick and responsive and staying on top of all the chaos
425,93,621f79e143b89009366c84cc,2021-07-13T22:00:00.000Z,Mount Manu#3530,Huxwell#2172,for the onboarding session and @Mount Manu for adding up on the definition of commons,0,0,621f79e143b89009366c84bd,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,7.27,13.0,False,for the onboarding session and @Mount Manu for adding up on the definition of commons
426,46,621f79e143b89009366c8498,2021-07-13T22:00:00.000Z,DanKnobelsdorf#0326,pavl#1561,for his huge help and fast answers on the Trusted Seed topic!,0,0,621f79e143b89009366c842a,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,3.67,8.0,False,for his huge help and fast answers on the Trusted Seed topic!
430,505,621f79e143b89009366c86ed,2021-07-30T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for parameters content in the forum,621f79e143b89009366c86d4,0,621f79e143b89009366c86d4,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,5.03,13.0,False,for parameters content in the forum
435,353,621f79e143b89009366c85ef,2021-07-23T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for their support and contributions in Twitter - we've reached 1k followers! 🥳,0,0,621f79e143b89009366c85c8,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,7.43,13.0,False,for their support and contributions in Twitter - we've reached 1k followers! 🥳
438,372,621f79e143b89009366c8602,2021-07-24T22:00:00.000Z,Tamarandom#9361,anna-marie#8824,for getting up on stage and sharing so passionately about the TEC values and systems,0,0,621f79e143b89009366c8632,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,3.67,8.0,False,for getting up on stage and sharing so passionately about the TEC values and systems
443,161,621f79e143b89009366c8512,2021-07-15T22:00:00.000Z,Vyvy-vi#5040,iviangita#3204,for the Discord onboarding journey and always sharing ideas on how to improve,621f79e143b89009366c850b,0,0,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,3.93,8.0,False,for the Discord onboarding journey and always sharing ideas on how to improve
444,412,621f79e143b89009366c867e,2021-07-28T22:00:00.000Z,jukren#8803,divine_comedian#5493,for always being quick and responsive during our stay in paris and staying on top of the chaos,0,0,621f79e143b89009366c8617,osycross(🦎🦎)#5943,bends#3537,calazki#3961,3.67,8.0,False,for always being quick and responsive during our stay in paris and staying on top of the chaos
449,374,621f79e143b89009366c8604,2021-07-24T22:00:00.000Z,Vyvy-vi#5040,markop#2007,for creating the twitter share card view.,0,621f79e143b89009366c85c9,0,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,3.93,8.0,False,for creating the twitter share card view.
459,471,621f79e143b89009366c86cb,2021-07-29T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏,621f79e143b89009366c859f,0,0,osycross(🦎🦎)#5943,bends#3537,divine_comedian#5493,2.1,5.0,False,for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏
460,89,621f79e143b89009366c84c8,2021-07-13T22:00:00.000Z,nic#9212,Suga#8514,for attending the Orientation/AMA today!,0,0,621f79e143b89009366c84ba,Tamarandom#9361,Vyvy-vi#5040,calazki#3961,0.83,5.0,False,for attending the Orientation/AMA today!
479,195,621f79e143b89009366c8534,2021-07-15T22:00:00.000Z,jukren#8803,Mount Manu#3530,for answering a bunch of questions about Paris and making it possible for people to come and for all the support,0,621f79e143b89009366c8532,621f79e143b89009366c8617,osycross(🦎🦎)#5943,bends#3537,calazki#3961,2.83,8.0,False,for answering a bunch of questions about Paris and making it possible for people to come and for all the support
488,415,621f79e143b89009366c8681,2021-07-28T22:00:00.000Z,Tamarandom#9361,divine_comedian#5493,for hodling down the fort at the TEC table at EthCC and spreading the word,0,0,621f79e143b89009366c8632,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,4.33,8.0,False,for hodling down the fort at the TEC table at EthCC and spreading the word
490,483,621f79e143b89009366c86d7,2021-07-30T22:00:00.000Z,Tamarandom#9361,iviangita#3204,for taking some vacation,0,0,621f79e143b89009366c8696,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,1.1,3.0,False,for taking some vacation
496,143,621f79e143b89009366c8500,2021-07-15T22:00:00.000Z,markop#2007,iviangita#3204,for all of their contributions to comms,0,0,621f79e143b89009366c8529,Usua◎ Silver#2618,liviade#1387,calazki#3961,2.83,5.0,False,for all of their contributions to comms
497,355,621f79e143b89009366c85f1,2021-07-23T22:00:00.000Z,Atotsm#5719,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,621f79e143b89009366c8593,0,0,osycross(🦎🦎)#5943,liviade#1387,Mettodo#7010,0.77,3.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
520,592,621f79e143b89009366c8744,2021-07-30T22:00:00.000Z,ygg_anderson#4998,iviangita#3204,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0,621f79e143b89009366c8566,0,0,osycross(🦎🦎)#5943,bends#3537,divine_comedian#5493,0.77,3.0,False,for coming to the TEC Community Call https://youtu.be/t9fIkVRgWa0
524,462,621f79e143b89009366c86c2,2021-07-29T22:00:00.000Z,Mount Manu#3530,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,621f79e143b89009366c8597,0,0,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,1.43,3.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
532,482,621f79e143b89009366c86d6,2021-07-30T22:00:00.000Z,jukren#8803,iviangita#3204,for setting up such a good time in Paris and making it easy for everyone who went to EthCC,0,0,621f79e143b89009366c8617,osycross(🦎🦎)#5943,bends#3537,calazki#3961,2.67,5.0,False,for setting up such a good time in Paris and making it easy for everyone who went to EthCC
533,83,621f79e143b89009366c84c2,2021-07-13T22:00:00.000Z,Huxwell#2172,Suga#8514,for attending the Orientation/AMA today!,0,0,621f79e143b89009366c84bb,Tamarandom#9361,Vyvy-vi#5040,calazki#3961,0.77,3.0,False,for attending the Orientation/AMA today!
539,508,621f79e143b89009366c86f0,2021-07-30T22:00:00.000Z,iviangita#3204,iviangita#3204,for their contributions in Comms,0,621f79e143b89009366c8423,0,Tamarandom#9361,bends#3537,divine_comedian#5493,1.33,3.0,False,for their contributions in Comms
545,281,621f79e143b89009366c8594,2021-07-15T22:00:00.000Z,David (please DYOR...)#4116,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,621f79e143b89009366c858a,0,621f79e143b89009366c858a,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,0.33,1.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
562,493,621f79e143b89009366c86e1,2021-07-30T22:00:00.000Z,jukren#8803,iviangita#3204,for her caring assistance in Paris,621f79e143b89009366c863d,0,621f79e143b89009366c8617,osycross(🦎🦎)#5943,bends#3537,calazki#3961,1.0,3.0,False,for her caring assistance in Paris
572,467,621f79e143b89009366c86c7,2021-07-29T22:00:00.000Z,theobtl#5976,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,0,621f79e143b89009366c86be,621f79e143b89009366c86be,Tamarandom#9361,bends#3537,calazki#3961,0.33,1.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
581,554,621f79e143b89009366c871e,2021-07-30T22:00:00.000Z,liviade#1387,Mount Manu#3530,for giving amazing presentations in ETHCC,0,621f79e143b89009366c8615,621f79e143b89009366c85e3,Usua◎ Silver#2618,tigeroid#2951,divine_comedian#5493,20.17,55.0,False,for giving amazing presentations in ETHCC
582,33,621f79e143b89009366c8485,2021-07-12T22:00:00.000Z,anna-marie#8824,chuygarcia.eth#6692,for attending Comms WG today <:TEC:835016327542210560>,0,0,621f79e143b89009366c8493,Tamarandom#9361,bends#3537,shawn#7046,0.67,1.0,False,for attending Comms WG today <:TEC:835016327542210560>
587,537,621f79e143b89009366c870d,2021-07-30T22:00:00.000Z,Tamarandom#9361,Mount Manu#3530,for holding down the table at ETHCC and spreading the word,621f79e143b89009366c8681,0,621f79e143b89009366c8632,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,2.93,8.0,False,for holding down the table at ETHCC and spreading the word
589,216,621f79e143b89009366c8549,2021-07-15T22:00:00.000Z,David (please DYOR...)#4116,Mount Manu#3530,for being an awesome dude,0,0,621f79e143b89009366c8504,osycross(🦎🦎)#5943,Vyvy-vi#5040,calazki#3961,2.0,3.0,False,for being an awesome dude
590,285,621f79e143b89009366c8598,2021-07-15T22:00:00.000Z,nic#9212,iviangita#3204,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️,0,0,621f79e143b89009366c858f,Tamarandom#9361,Vyvy-vi#5040,calazki#3961,0.67,1.0,False,for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼☺️
594,162,621f79e143b89009366c8513,2021-07-15T22:00:00.000Z,DanKnobelsdorf#0326,iviangita#3204,for the long verification hack session for the final IH list,0,0,621f79e143b89009366c84a9,osycross(🦎🦎)#5943,liviade#1387,calazki#3961,5.33,8.0,False,for the long verification hack session for the final IH list
