TO,FROM,REASON,SERVER,DATE,CHANNEL
divine_comedian#5493,Mount Manu#3530,"for how fast and effective you are, specifically for how quickly you completed the Laser Tag Multisig ",Token Engineering Commons,Jan-11-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for all the recordings that you guys assemble: now we have over a year of recordings ,Token Engineering Commons,Jan-11-2022,🙏｜praise
iviangita#3204,Mount Manu#3530,for all the recordings that you guys assemble: now we have over a year of recordings ,Token Engineering Commons,Jan-11-2022,🙏｜praise
durgadas#9280,Mount Manu#3530,for popping in and out of meetings and always offering insights and wisdom ,Token Engineering Commons,Jan-11-2022,🙏｜praise
T Wells#9070,Mount Manu#3530,@T Wells for working with the TEC to try and spread the word about our WGs ,Token Engineering Commons,Jan-11-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,for introducing alantv to the TEC community ,Token Engineering Commons,Jan-11-2022,🙏｜praise
acidlazzer#5796,Mount Manu#3530,for getting together this week to work on the animation and video production team for T.E.A.M. ,Token Engineering Commons,Jan-11-2022,🙏｜praise
johnjonas#2307,Mount Manu#3530,for getting together this week to work on the animation and video production team for T.E.A.M. ,Token Engineering Commons,Jan-11-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for the Rewards System forum post: it helped a lot of newcomers understand the initiative better ,Token Engineering Commons,Jan-11-2022,🙏｜praise
Juankbell#7458,Mount Manu#3530,for being open to quickly assist in conflicts and for having the right thing to say at the right time ,Token Engineering Commons,Jan-11-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,for being always present and giving his honest opinions in a gentle way ,Token Engineering Commons,Jan-11-2022,🙏｜praise
akrtws (TE Academy)#4246,Mount Manu#3530,@akrtws (TE Academy) for asking a clarifying question in the Covenant proposal ,Token Engineering Commons,Jan-11-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,for gathering 30 quantifiers and organizing them for the first quant ,Token Engineering Commons,Jan-11-2022,🙏｜praise
kristofer#1475,Mount Manu#3530,for transforming all the ideas we’ve been discussing into a beautiful and functional dashboard ,Token Engineering Commons,Jan-11-2022,🙏｜praise
Nebs#2035,Mount Manu#3530,for transforming all the ideas we’ve been discussing into a beautiful and functional dashboard ,Token Engineering Commons,Jan-11-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,for leading the Voter’s Pamphlet effort ,Token Engineering Commons,Jan-11-2022,🙏｜praise
natesuits#4789,Mount Manu#3530,for his trip out into the city with the Mrs. ,Token Engineering Commons,Jan-11-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,for your grounding and direct ways of expressing ,Token Engineering Commons,Jan-11-2022,🙏｜praise
eduardovegap#0422,Mount Manu#3530,for your continuous support to new members ,Token Engineering Commons,Jan-11-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜) @sem  🐝 for all the work they’ve been doing behind-the-scenes to make sure we launch the CU in time ",Token Engineering Commons,Jan-11-2022,🙏｜praise
sem  🐝#0161,Mount Manu#3530,"@griff (💜, 💜) @sem  🐝 for all the work they’ve been doing behind-the-scenes to make sure we launch the CU in time ",Token Engineering Commons,Jan-11-2022,🙏｜praise
karmaticacid#1218,Mount Manu#3530,"@griff (💜, 💜) @sem  🐝 for all the work they’ve been doing behind-the-scenes to make sure we launch the CU in time ",Token Engineering Commons,Jan-11-2022,🙏｜praise
divine_comedian#5493,Mount Manu#3530,"@griff (💜, 💜) @sem  🐝 for all the work they’ve been doing behind-the-scenes to make sure we launch the CU in time ",Token Engineering Commons,Jan-11-2022,🙏｜praise
Zeptimus#3359,Fobey.eth#4516,for recording the meeting and wonderful calls ,Token Engineering Commons,Jan-12-2022,🙏｜praise
Zeptimus#3359,MS#4235,"for the care and attention going into the quantifiers documentation, while balancing opinions and ideas to be included in it 🔥🙏 ",Token Engineering Commons,Jan-12-2022,🙏｜praise
Vyvy-vi#5040,Tam2140#9361,for knowing all the answers and especially this POAP for the vote one. ,Token Engineering Commons,Jan-12-2022,🙏｜praise
kristofer#1475,Nuggan#5183, for the reward system backend demo - it looks amazing! ,Token Engineering Commons,Jan-12-2022,🙏｜praise
Nebs#2035,Nuggan#5183, for the reward system backend demo - it looks amazing! ,Token Engineering Commons,Jan-12-2022,🙏｜praise
graial#0787,Nuggan#5183, for the reward system backend demo - it looks amazing! ,Token Engineering Commons,Jan-12-2022,🙏｜praise
nic#9212,Letty#5399,@Mert Ozd @Pvblick Vniversal Friend 🐙 @Mount Manu  for showing up in Omega's call and sharing awesome ideas to structure TE Consilience Library ,Token Engineering Commons,Jan-12-2022,🎑｜omega
stef#9877,Letty#5399,@Mert Ozd @Pvblick Vniversal Friend 🐙 @Mount Manu  for showing up in Omega's call and sharing awesome ideas to structure TE Consilience Library ,Token Engineering Commons,Jan-12-2022,🎑｜omega
solsista#5370,Letty#5399,@Mert Ozd @Pvblick Vniversal Friend 🐙 @Mount Manu  for showing up in Omega's call and sharing awesome ideas to structure TE Consilience Library ,Token Engineering Commons,Jan-12-2022,🎑｜omega
Mert Ozd#6679,Letty#5399,@Mert Ozd @Pvblick Vniversal Friend 🐙 @Mount Manu  for showing up in Omega's call and sharing awesome ideas to structure TE Consilience Library ,Token Engineering Commons,Jan-12-2022,🎑｜omega
Pvblick Vniversal Friend 🐙#9571,Letty#5399,@Mert Ozd @Pvblick Vniversal Friend 🐙 @Mount Manu  for showing up in Omega's call and sharing awesome ideas to structure TE Consilience Library ,Token Engineering Commons,Jan-12-2022,🎑｜omega
Mount Manu#3530,Letty#5399,@Mert Ozd @Pvblick Vniversal Friend 🐙 @Mount Manu  for showing up in Omega's call and sharing awesome ideas to structure TE Consilience Library ,Token Engineering Commons,Jan-12-2022,🎑｜omega
Letty#5399,Letty#5399,@Mert Ozd @Pvblick Vniversal Friend 🐙 @Mount Manu  for showing up in Omega's call and sharing awesome ideas to structure TE Consilience Library ,Token Engineering Commons,Jan-12-2022,🎑｜omega
Mount Manu#3530,Letty#5399,@Mount Manu for writing up and polishing Omega's WG manifesto. Way to go to - consciously - integrate all this deep work! ,Token Engineering Commons,Jan-12-2022,🎑｜omega
nic#9212,Letty#5399,for a really well thought-out user journey for the Consilience Library and the whole TE journey ,Token Engineering Commons,Jan-12-2022,🎑｜omega
stef#9877,Letty#5399,for starting design work to be used in the Library ,Token Engineering Commons,Jan-12-2022,🎑｜omega
r33pich33p#6906,Tam2140#9361,@Mount Manu for jumping into Hatcher outreach when it was in great need at the 11th hour!! 🏆 ,Token Engineering Commons,Jan-12-2022,🙏｜praise
Mount Manu#3530,Tam2140#9361,@Mount Manu for jumping into Hatcher outreach when it was in great need at the 11th hour!! 🏆 ,Token Engineering Commons,Jan-12-2022,🙏｜praise
chuygarcia.eth#6692,"griff (💜, 💜)#8888",for the awesome emergency twitter support getting these awesome tweets out! ,Token Engineering Commons,Jan-13-2022,📡｜comms
kristofer#1475,MS#4235,and for kicking butt on the back-end. This thing is looking slick 😎 ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Nebs#2035,MS#4235,and for kicking butt on the back-end. This thing is looking slick 😎 ,Token Engineering Commons,Jan-13-2022,🙏｜praise
MS#4235,Tam2140#9361,for scripting praise data search to find any praise given but not acknowledged by the bot! 🙌🏽 ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Mount Manu#3530,solsista#5370,"@Mount Manu for offering and representing 0mega in Community Calls, grateful for the stewardly support! ",Token Engineering Commons,Jan-13-2022,🎑｜omega
stef#9877,solsista#5370,for bringing art into the TE Consilience Library protoype to make it more interesting incentive-wise 😉 ,Token Engineering Commons,Jan-13-2022,🎑｜omega
Zeptimus#3359,Tam2140#9361,for being so available and patient and supportive when I have questions! That means a lot. ,Token Engineering Commons,Jan-13-2022,🙏｜praise
bustavo#8085,Vyvy-vi#5040,Your insights were really great and it's great to get fresh perspective from people new to the community! ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Tam2140#9361,Nuggan#5183,for their great Param proposals and debates and of course  for designing the winning one!💪 ,Token Engineering Commons,Jan-13-2022,🙏｜praise
divine_comedian#5493,Nuggan#5183,for their great Param proposals and debates and of course  for designing the winning one!💪 ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Juankbell#7458,Nuggan#5183,for their great Param proposals and debates and of course  for designing the winning one!💪 ,Token Engineering Commons,Jan-13-2022,🙏｜praise
karmaticacid#1218,Nuggan#5183,for their great Param proposals and debates and of course  for designing the winning one!💪 ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Tam2140#9361,chuygarcia.eth#6692,"for their hard work in Communitas and the beautiful, unique atmosphere it brings to our community ",Token Engineering Commons,Jan-13-2022,🙏｜praise
eduardovegap#0422,chuygarcia.eth#6692,"for their hard work in Communitas and the beautiful, unique atmosphere it brings to our community ",Token Engineering Commons,Jan-13-2022,🙏｜praise
Juankbell#7458,chuygarcia.eth#6692,for all the behind the scenes work you do for Gravity and the TEC culture ,Token Engineering Commons,Jan-13-2022,🙏｜praise
durgadas#9280,chuygarcia.eth#6692,for all the behind the scenes work you do for Gravity and the TEC culture ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Lonis.eth#8172,chuygarcia.eth#6692,for helping build the TEC with Dework and all of the feedback you've implemented ,Token Engineering Commons,Jan-13-2022,🙏｜praise
"griff (💜, 💜)#8888",karmaticacid#1218,"@griff (💜, 💜) for making the wining proposal goldilocks! ",Token Engineering Commons,Jan-13-2022,🙏｜praise
Mount Manu#3530,David (please DYOR...)#4116,@Mount Manu & for being great guides and helping me out. ,Token Engineering Commons,Jan-13-2022,🙏｜praise
r33pich33p#6906,David (please DYOR...)#4116,@Mount Manu & for being great guides and helping me out. ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Mount Manu#3530,r33pich33p#6906,@Mount Manu 🔥 respect ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Zeptimus#3359,divine_comedian#5493, for updating the quantifier onboarding document ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Tam2140#9361,divine_comedian#5493, for hosting a very thoughtful stewards council ,Token Engineering Commons,Jan-13-2022,🙏｜praise
kristofer#1475,divine_comedian#5493, for taking the reward system dashboard to the finish line ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Nebs#2035,divine_comedian#5493, for taking the reward system dashboard to the finish line ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Vyvy-vi#5040,divine_comedian#5493, for his work on the sourcecred and praise bots ,Token Engineering Commons,Jan-13-2022,🙏｜praise
liviade#1387,Zeptimus#3359, for the grounding vibes and always being open to hear my questions ,Token Engineering Commons,Jan-13-2022,🙏｜praise
durgadas#9280,divine_comedian#5493, for being a great gravity facilitator ,Token Engineering Commons,Jan-13-2022,🙏｜praise
karmaticacid#1218,divine_comedian#5493, for passionately championing goldilocks ,Token Engineering Commons,Jan-13-2022,🙏｜praise
"griff (💜, 💜)#8888",divine_comedian#5493,"@griff (💜, 💜)  for his winning commons upgrade design ",Token Engineering Commons,Jan-13-2022,🙏｜praise
kristofer#1475,Zeptimus#3359,and everyone involved on the dashboard demo yesterday looking lit 🔥 ,Token Engineering Commons,Jan-13-2022,🙏｜praise
chuygarcia.eth#6692,divine_comedian#5493, for never giving up on communism even until the bitter end ,Token Engineering Commons,Jan-13-2022,🙏｜praise
metaverde#2503,Tam2140#9361,for her valuable insights about the covenant and sharing her experiences in 1Hive w.r.t. that. ,Token Engineering Commons,Jan-13-2022,🙏｜praise
MS#4235,Tam2140#9361,"for sharing so much of your wisdom and the incredible resources your share. Every time we meet, I bookmark two new links! ",Token Engineering Commons,Jan-13-2022,🙏｜praise
durgadas#9280,Tam2140#9361,I consider you a kind of treasured buddha of the TEC ,Token Engineering Commons,Jan-13-2022,🙏｜praise
taxil#8577,Tam2140#9361,for readily giving editor feedback that was 100% spot on! ,Token Engineering Commons,Jan-13-2022,🙏｜praise
mafer_cordovas#1034,Tam2140#9361,@Yineisy Mota for looking out for the Trusted Seed (so every one of our Hatchers and then some) and all the support you provide there!🌱 ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Yineisy Mota#1449,Tam2140#9361,@Yineisy Mota for looking out for the Trusted Seed (so every one of our Hatchers and then some) and all the support you provide there!🌱 ,Token Engineering Commons,Jan-13-2022,🙏｜praise
sem  🐝#0161,Tam2140#9361,"@sem  🐝 @griff (💜, 💜) for making the Commons upgrade a reality. Can't happen without you! ",Token Engineering Commons,Jan-13-2022,🙏｜praise
Nuggan#5183,Tam2140#9361,"@sem  🐝 @griff (💜, 💜) for making the Commons upgrade a reality. Can't happen without you! ",Token Engineering Commons,Jan-13-2022,🙏｜praise
"griff (💜, 💜)#8888",Tam2140#9361,"@sem  🐝 @griff (💜, 💜) for making the Commons upgrade a reality. Can't happen without you! ",Token Engineering Commons,Jan-13-2022,🙏｜praise
elessar.eth#7945,Tam2140#9361,"@sem  🐝 @griff (💜, 💜) for making the Commons upgrade a reality. Can't happen without you! ",Token Engineering Commons,Jan-13-2022,🙏｜praise
freshelle#9882,Tam2140#9361,for following up so kindly every time! ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Mert Ozd#6679,Tam2140#9361,"@Mert Ozd for taking on being a liason between TEC and PrimeDAO, there are going to be some very great initiatives coming out of our collaborations! ",Token Engineering Commons,Jan-13-2022,🙏｜praise
ygg_anderson#4998,Tam2140#9361,"for the powerful closing comment on the Steward council. Token Engineering is 3 things design, model, simulate. ",Token Engineering Commons,Jan-13-2022,🙏｜praise
kristofer#1475,Tam2140#9361,for making me excited to quantify again! That quantifier tool looks so clean! ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Nuggan#5183,Tam2140#9361,  and I am sad that I def missing people here but the efforts of the Rewards WG is truly impressive! ,Token Engineering Commons,Jan-13-2022,🙏｜praise
kristofer#1475,Tam2140#9361,  and I am sad that I def missing people here but the efforts of the Rewards WG is truly impressive! ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Nebs#2035,Tam2140#9361,  and I am sad that I def missing people here but the efforts of the Rewards WG is truly impressive! ,Token Engineering Commons,Jan-13-2022,🙏｜praise
graial#0787,Tam2140#9361,  and I am sad that I def missing people here but the efforts of the Rewards WG is truly impressive! ,Token Engineering Commons,Jan-13-2022,🙏｜praise
liviade#1387,Tam2140#9361,  and I am sad that I def missing people here but the efforts of the Rewards WG is truly impressive! ,Token Engineering Commons,Jan-13-2022,🙏｜praise
divine_comedian#5493,Tam2140#9361,  and I am sad that I def missing people here but the efforts of the Rewards WG is truly impressive! ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Vyvy-vi#5040,Tam2140#9361,  and I am sad that I def missing people here but the efforts of the Rewards WG is truly impressive! ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Mount Manu#3530,Tam2140#9361,"@Mount Manu for taking on Hubspot, which will mean a lot for TEC growth and PR! ",Token Engineering Commons,Jan-13-2022,🙏｜praise
natesuits#4789,Tam2140#9361,"@Mount Manu for taking on Hubspot, which will mean a lot for TEC growth and PR! ",Token Engineering Commons,Jan-13-2022,🙏｜praise
durgadas#9280,Tam2140#9361,"@Mount Manu for taking on Hubspot, which will mean a lot for TEC growth and PR! ",Token Engineering Commons,Jan-13-2022,🙏｜praise
eduardovegap#0422,Tam2140#9361, for devotion to community building and creating spaces for relationship building and high vibes! ,Token Engineering Commons,Jan-13-2022,🙏｜praise
liviade#1387,Tam2140#9361,for all that you’ve done to community build the strong culture we have now ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Tam2140#9361,Zeptimus#3359,0 and kbell  for helping so much with the recordings prayhearts ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Juankbell#7458,Zeptimus#3359,0 and kbell  for helping so much with the recordings prayhearts ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Zeptimus#3359,Tam2140#9361, for always being available and patient and ready to get to work with me! 💚 ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Mount Manu#3530,Tam2140#9361,@Mount Manu on taking on sharing community updates for 0mega!! So great to see all these cool things that going is up to!1 ,Token Engineering Commons,Jan-13-2022,🙏｜praise
Vyvy-vi#5040,ALOYSIOUS#3049,for making time to ideate on how we can signal communications to gravitons pending what phase they are in their journey within the server! It will be helpful to differentiate between folx.  🤖 ,Token Engineering Commons,Jan-13-2022,🙏｜praise
sem  🐝#0161,Tam2140#9361,@sem  🐝 for kindly reminding me what a huge part played in the commons upgrade and making sure credit is given where credit is due. ,Token Engineering Commons,Jan-14-2022,🙏｜praise
elessar.eth#7945,Tam2140#9361,@sem  🐝 for kindly reminding me what a huge part played in the commons upgrade and making sure credit is given where credit is due. ,Token Engineering Commons,Jan-14-2022,🙏｜praise
elessar.eth#7945,Tam2140#9361,times 100 for the HUGE role you played in launching the Commons and because we could not have - no seriously we REALLY could not have - done it without you! ,Token Engineering Commons,Jan-14-2022,🙏｜praise
divine_comedian#5493,Zeptimus#3359, for a huge review on THE QUANTIFIER ROLE doc making it so much clear to people reading it🙏 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
bends#3537,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
Nuggan#5183,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
David (please DYOR...)#4116,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
r33pich33p#6906,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
GideonRo#3175,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
innov8tor3#3988,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
KZ Flyer#0926,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
acidlazzer#5796,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
Rohekbenitez#8753,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
Yineisy Mota#1449,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
ZER8🧠#9093,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
lee0007#8152,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
EvoMensch#5604,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
Leen#8610,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
witwiki#0518,iviangita#3204,@David (please DYOR...) @KZ Flyer @Yineisy Mota for mentioning or retweeting TE Commons on the socials the past week! Thank you for helping us grow the Token Engineering Commons community and spreading the message! 🙏🏼 ,Token Engineering Commons,Jan-14-2022,🙏｜praise
liviade#1387,MS#4235,for the thorough review of the quant document - great points ,Token Engineering Commons,Jan-14-2022,🙏｜praise
Zeptimus#3359,iviangita#3204,"@griff (💜, 💜) @Pat ✨  farty for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ",Token Engineering Commons,Jan-14-2022,🙏｜praise
innov8tor3#3988,iviangita#3204,"@griff (💜, 💜) @Pat ✨  farty for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ",Token Engineering Commons,Jan-14-2022,🙏｜praise
Nuggan#5183,iviangita#3204,"@griff (💜, 💜) @Pat ✨  farty for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ",Token Engineering Commons,Jan-14-2022,🙏｜praise
"griff (💜, 💜)#8888",iviangita#3204,"@griff (💜, 💜) @Pat ✨  farty for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ",Token Engineering Commons,Jan-14-2022,🙏｜praise
Tam2140#9361,iviangita#3204,"@griff (💜, 💜) @Pat ✨  farty for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ",Token Engineering Commons,Jan-14-2022,🙏｜praise
kristofer#1475,iviangita#3204,"@griff (💜, 💜) @Pat ✨  farty for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ",Token Engineering Commons,Jan-14-2022,🙏｜praise
Juankbell#7458,iviangita#3204,"@griff (💜, 💜) @Pat ✨  farty for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ",Token Engineering Commons,Jan-14-2022,🙏｜praise
karmaticacid#1218,iviangita#3204,"@griff (💜, 💜) @Pat ✨  farty for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ",Token Engineering Commons,Jan-14-2022,🙏｜praise
liviade#1387,iviangita#3204,"@griff (💜, 💜) @Pat ✨  farty for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ",Token Engineering Commons,Jan-14-2022,🙏｜praise
Pat ✨#3662,iviangita#3204,"@griff (💜, 💜) @Pat ✨  farty for engaging in discussion on the TE Commons Forum (https://forum.tecommons.org) the past week. Thank you for helping our Token Engineering Commons community share and learn! 💪🙏 ",Token Engineering Commons,Jan-14-2022,🙏｜praise
anson parker#4296,metaverde#2503,@anson parker for showing up and participating in the lab today. ,Token Engineering Commons,Jan-14-2022,🙏｜praise
graial#0787,metaverde#2503,@anson parker for showing up and participating in the lab today. ,Token Engineering Commons,Jan-14-2022,🙏｜praise
Nuggan#5183,metaverde#2503,@anson parker for showing up and participating in the lab today. ,Token Engineering Commons,Jan-14-2022,🙏｜praise
ZER8🧠#9093,metaverde#2503,@anson parker for showing up and participating in the lab today. ,Token Engineering Commons,Jan-14-2022,🙏｜praise
metaverde#2503,graial#0787,I was definitely not expecting that randomly joining a call in <#810180622634844200>  would lead to me minting my first NFT!!! ,Token Engineering Commons,Jan-16-2022,🙏｜praise
"griff (💜, 💜)#8888",Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
Mount Manu#3530,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
acidlazzer#5796,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
chuygarcia.eth#6692,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
eduardovegap#0422,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
liviade#1387,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
ygg_anderson#4998,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
Zeptimus#3359,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
Tam2140#9361,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
Vyvy-vi#5040,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
durgadas#9280,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
delightfulabyss.eth#3679,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
bustavo#8085,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
johnjonas#2307,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
alantv#0964,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
mateodaza#3156,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
bends#3537,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
Daré#2446,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
r33pich33p#6906,Mount Manu#3530,"@griff (💜, 💜) @Mount Manu for attending our Community Call and dishing some praise this past Thursday ",Token Engineering Commons,Jan-16-2022,🙏｜praise
